V1,climate_change_affects,samp,samp2,bootstrap
40066,Yes,"","",""
40067,Yes,"","",""
40068,Yes,"","",""
40069,Yes,"","",""
40070,Yes,"","",""
40071,Yes,"","",""
40072,Yes,"","",""
40073,Yes,"","",""
40074,Yes,"","",""
40075,Yes,"","",""
40076,Yes,"","",""
40077,Yes,"","",""
40078,Yes,"","",""
40079,Yes,"","",""
40080,Yes,"","",""
40081,Yes,"","",""
40082,Yes,"","",""
40083,Yes,"","",""
40084,Yes,"","",""
40085,Yes,"","",""
40086,Yes,"","",""
40087,Yes,"","",""
40088,Yes,"","",""
40089,Yes,"","",""
40090,Yes,"","",""
40091,Yes,"","",""
40092,Yes,"","",""
40093,Yes,"","",""
40094,Yes,"","",""
40095,Yes,"","",""
40096,Yes,"","",""
40097,Yes,"","",""
40098,Yes,"","",""
40099,Yes,"","",""
40100,Yes,"","",""
40101,Yes,"","",""
40102,Yes,"","",""
40103,Yes,"","",""
40104,Yes,"","",""
40105,Yes,"","",""
40106,Yes,"","",""
40107,Yes,"","",""
40108,Yes,"","",""
40109,Yes,"","",""
40110,Yes,"","",""
40111,Yes,"","",""
40112,Yes,"","",""
40113,Yes,"","",""
40114,Yes,"","",""
40115,Yes,"","",""
40116,Yes,"","",""
40117,Yes,"","",""
40118,Yes,"","",""
40119,Yes,"","",""
40120,Yes,"","",""
40121,Yes,"","",""
40122,Yes,"","",""
40123,Yes,"","",""
40124,Yes,"","",""
40125,Yes,"","",""
40126,Yes,"","",""
40127,Yes,"","",""
40128,Yes,"","",""
40129,Yes,"","",""
40130,Yes,"","",""
40131,Yes,"","",""
40132,Yes,"","",""
40133,Yes,"","",""
40134,Yes,"","",""
40135,Yes,"","",""
40136,Yes,"","",""
40137,Yes,"","",""
40138,Yes,"","",""
40139,Yes,"","",""
40140,Yes,"","",""
40141,Yes,"","",""
40142,Yes,"","",""
40143,Yes,"","",""
40144,Yes,"","",""
40145,Yes,"","",""
40146,Yes,"","",""
40147,Yes,"","",""
40148,Yes,"","",""
40149,Yes,"","",""
40150,Yes,"","",""
40151,Yes,"","",""
40152,Yes,"","",""
40153,Yes,"","",""
40154,Yes,"","",""
40155,Yes,"","",""
40156,Yes,"","",""
40157,Yes,"","",""
40158,Yes,"","",""
40159,Yes,"","",""
40160,Yes,"","",""
40161,Yes,"","",""
40162,Yes,"","",""
40163,Yes,"","",""
40164,Yes,"","",""
40165,Yes,"","",""
40166,Yes,"","",""
40167,Yes,"","",""
40168,Yes,"","",""
40169,Yes,"","",""
40170,Yes,"","",""
40171,Yes,"","",""
40172,Yes,"","",""
40173,Yes,"","",""
40174,Yes,"","",""
40175,Yes,"","",""
40176,Yes,"","",""
40177,Yes,"","",""
40178,Yes,"","",""
40179,Yes,"","",""
40180,Yes,"","",""
40181,Yes,"","",""
40182,Yes,"","",""
40183,Yes,"","",""
40184,Yes,"","",""
40185,Yes,"","",""
40186,Yes,"","",""
40187,Yes,"","",""
40188,Yes,"","",""
40189,Yes,"","",""
40190,Yes,"","",""
40191,Yes,"","",""
40192,Yes,"","",""
40193,Yes,"","",""
40194,Yes,"","",""
40195,Yes,"","",""
40196,Yes,"","",""
40197,Yes,"","",""
40198,Yes,"","",""
40199,Yes,"","",""
40200,Yes,"","",""
40201,Yes,"","",""
40202,Yes,"","",""
40203,Yes,"","",""
40204,Yes,"","",""
40205,Yes,"","",""
40206,Yes,"","",""
40207,Yes,"","",""
40208,Yes,"","",""
40209,Yes,"","",""
40210,Yes,"","",""
40211,Yes,"","",""
40212,Yes,"","",""
40213,Yes,"","",""
40214,Yes,"","",""
40215,Yes,"","",""
40216,Yes,"","",""
40217,Yes,"","",""
40218,Yes,"","",""
40219,Yes,"","",""
40220,Yes,"","",""
40221,Yes,"","",""
40222,Yes,"","",""
40223,Yes,"","",""
40224,Yes,"","",""
40225,Yes,"","",""
40226,Yes,"","",""
40227,Yes,"","",""
40228,Yes,"","",""
40229,Yes,"","",""
40230,Yes,"","",""
40231,Yes,"","",""
40232,Yes,"","",""
40233,Yes,"","",""
40234,Yes,"","",""
40235,Yes,"","",""
40236,Yes,"","",""
40237,Yes,"","",""
40238,Yes,"","",""
40239,Yes,"","",""
40240,Yes,"","",""
40241,Yes,"","",""
40242,Yes,"","",""
40243,Yes,"","",""
40244,Yes,"","",""
40245,Yes,"","",""
40246,Yes,"","",""
40247,Yes,"","",""
40248,Yes,"","",""
40249,Yes,"","",""
40250,Yes,"","",""
40251,Yes,"","",""
40252,Yes,"","",""
40253,Yes,"","",""
40254,Yes,"","",""
40255,Yes,"","",""
40256,Yes,"","",""
40257,Yes,"","",""
40258,Yes,"","",""
40259,Yes,"","",""
40260,Yes,"","",""
40261,Yes,"","",""
40262,Yes,"","",""
40263,Yes,"","",""
40264,Yes,"","",""
40265,Yes,"","",""
40266,Yes,"","",""
40267,Yes,"","",""
40268,Yes,"","",""
40269,Yes,"","",""
40270,Yes,"","",""
40271,Yes,"","",""
40272,Yes,"","",""
40273,Yes,"","",""
40274,Yes,"","",""
40275,Yes,"","",""
40276,Yes,"","",""
40277,Yes,"","",""
40278,Yes,"","",""
40279,Yes,"","",""
40280,Yes,"","",""
40281,Yes,"","",""
40282,Yes,"","",""
40283,Yes,"","",""
40284,Yes,"","",""
40285,Yes,"","",""
40286,Yes,"","",""
40287,Yes,"","",""
40288,Yes,"","",""
40289,Yes,"","",""
40290,Yes,"","",""
40291,Yes,"","",""
40292,Yes,"","",""
40293,Yes,"","",""
40294,Yes,"","",""
40295,Yes,"","",""
40296,Yes,"","",""
40297,Yes,"","",""
40298,Yes,"","",""
40299,Yes,"","",""
40300,Yes,"","",""
40301,Yes,"","",""
40302,Yes,"","",""
40303,Yes,"","",""
40304,Yes,"","",""
40305,Yes,"","",""
40306,Yes,"","",""
40307,Yes,"","",""
40308,Yes,"","",""
40309,Yes,"","",""
40310,Yes,"","",""
40311,Yes,"","",""
40312,Yes,"","",""
40313,Yes,"","",""
40314,Yes,"","",""
40315,Yes,"","",""
40316,Yes,"","",""
40317,Yes,"","",""
40318,Yes,"","",""
40319,Yes,"","",""
40320,Yes,"","",""
40321,Yes,"","",""
40322,Yes,"","",""
40323,Yes,"","",""
40324,Yes,"","",""
40325,Yes,"","",""
40326,Yes,"","",""
40327,Yes,"","",""
40328,Yes,"","",""
40329,Yes,"","",""
40330,Yes,"","",""
40331,Yes,"","",""
40332,Yes,"","",""
40333,Yes,"","",""
40334,Yes,"","",""
40335,Yes,"","",""
40336,Yes,"","",""
40337,Yes,"","",""
40338,Yes,"","",""
40339,Yes,"","",""
40340,Yes,"","",""
40341,Yes,"","",""
40342,Yes,"","",""
40343,Yes,"","",""
40344,Yes,"","",""
40345,Yes,"","",""
40346,Yes,"","",""
40347,Yes,"","",""
40348,Yes,"","",""
40349,Yes,"","",""
40350,Yes,"","",""
40351,Yes,"","",""
40352,Yes,"","",""
40353,Yes,"","",""
40354,Yes,"","",""
40355,Yes,"","",""
40356,Yes,"","",""
40357,Yes,"","",""
40358,Yes,"","",""
40359,Yes,"","",""
40360,Yes,"","",""
40361,Yes,"","",""
40362,Yes,"","",""
40363,Yes,"","",""
40364,Yes,"","",""
40365,Yes,"","",""
40366,Yes,"","",""
40367,Yes,"","",""
40368,Yes,"","",""
40369,Yes,"","",""
40370,Yes,"","",""
40371,Yes,"","",""
40372,Yes,"","",""
40373,Yes,"","",""
40374,Yes,"","",""
40375,Yes,"","",""
40376,Yes,"","",""
40377,Yes,"","",""
40378,Yes,"","",""
40379,Yes,"","",""
40380,Yes,"","",""
40381,Yes,"","",""
40382,Yes,"","",""
40383,Yes,"","",""
40384,Yes,"","",""
40385,Yes,"","",""
40386,Yes,"","",""
40387,Yes,"","",""
40388,Yes,"","",""
40389,Yes,"","",""
40390,Yes,"","",""
40391,Yes,"","",""
40392,Yes,"","",""
40393,Yes,"","",""
40394,Yes,"","",""
40395,Yes,"","",""
40396,Yes,"","",""
40397,Yes,"","",""
40398,Yes,"","",""
40399,Yes,"","",""
40400,Yes,"","",""
40401,Yes,"","",""
40402,Yes,"","",""
40403,Yes,"","",""
40404,Yes,"","",""
40405,Yes,"","",""
40406,Yes,"","",""
40407,Yes,"","",""
40408,Yes,"","",""
40409,Yes,"","",""
40410,Yes,"","",""
40411,Yes,"","",""
40412,Yes,"","",""
40413,Yes,"","",""
40414,Yes,"","",""
40415,Yes,"","",""
40416,Yes,"","",""
40417,Yes,"","",""
40418,Yes,"","",""
40419,Yes,"","",""
40420,Yes,"","",""
40421,Yes,"","",""
40422,Yes,"","",""
40423,Yes,"","",""
40424,Yes,"","",""
40425,Yes,"","",""
40426,Yes,"","",""
40427,Yes,"","",""
40428,Yes,"","",""
40429,Yes,"","",""
40430,Yes,"","",""
40431,Yes,"","",""
40432,Yes,"","",""
40433,Yes,"","",""
40434,Yes,"","",""
40435,Yes,"","",""
40436,Yes,"","",""
40437,Yes,"","",""
40438,Yes,"","",""
40439,Yes,"","",""
40440,Yes,"","",""
40441,Yes,"","",""
40442,Yes,"","",""
40443,Yes,"","",""
40444,Yes,"","",""
40445,Yes,"","",""
40446,Yes,"","",""
40447,Yes,"","",""
40448,Yes,"","",""
40449,Yes,"","",""
40450,Yes,"","",""
40451,Yes,"","",""
40452,Yes,"","",""
40453,Yes,"","",""
40454,Yes,"","",""
40455,Yes,"","",""
40456,Yes,"","",""
40457,Yes,"","",""
40458,Yes,"","",""
40459,Yes,"","",""
40460,Yes,"","",""
40461,Yes,"","",""
40462,Yes,"","",""
40463,Yes,"","",""
40464,Yes,"","",""
40465,Yes,"","",""
40466,Yes,"","",""
40467,Yes,"","",""
40468,Yes,"","",""
40469,Yes,"","",""
40470,Yes,"","",""
40471,Yes,"","",""
40472,Yes,"","",""
40473,Yes,"","",""
40474,Yes,"","",""
40475,Yes,"","",""
40476,Yes,"","",""
40477,Yes,"","",""
40478,Yes,"","",""
40479,Yes,"","",""
40480,Yes,"","",""
40481,Yes,"","",""
40482,Yes,"","",""
40483,Yes,"","",""
40484,Yes,"","",""
40485,Yes,"","",""
40486,Yes,"","",""
40487,Yes,"","",""
40488,Yes,"","",""
40489,Yes,"","",""
40490,Yes,"","",""
40491,Yes,"","",""
40492,Yes,"","",""
40493,Yes,"","",""
40494,Yes,"","",""
40495,Yes,"","",""
40496,Yes,"","",""
40497,Yes,"","",""
40498,Yes,"","",""
40499,Yes,"","",""
40500,Yes,"","",""
40501,Yes,"","",""
40502,Yes,"","",""
40503,Yes,"","",""
40504,Yes,"","",""
40505,Yes,"","",""
40506,Yes,"","",""
40507,Yes,"","",""
40508,Yes,"","",""
40509,Yes,"","",""
40510,Yes,"","",""
40511,Yes,"","",""
40512,Yes,"","",""
40513,Yes,"","",""
40514,Yes,"","",""
40515,Yes,"","",""
40516,Yes,"","",""
40517,Yes,"","",""
40518,Yes,"","",""
40519,Yes,"","",""
40520,Yes,"","",""
40521,Yes,"","",""
40522,Yes,"","",""
40523,Yes,"","",""
40524,Yes,"","",""
40525,Yes,"","",""
40526,Yes,"","",""
40527,Yes,"","",""
40528,Yes,"","",""
40529,Yes,"","",""
40530,Yes,"","",""
40531,Yes,"","",""
40532,Yes,"","",""
40533,Yes,"","",""
40534,Yes,"","",""
40535,Yes,"","",""
40536,Yes,"","",""
40537,Yes,"","",""
40538,Yes,"","",""
40539,Yes,"","",""
40540,Yes,"","",""
40541,Yes,"","",""
40542,Yes,"","",""
40543,Yes,"","",""
40544,Yes,"","",""
40545,Yes,"","",""
40546,Yes,"","",""
40547,Yes,"","",""
40548,Yes,"","",""
40549,Yes,"","",""
40550,Yes,"","",""
40551,Yes,"","",""
40552,Yes,"","",""
40553,Yes,"","",""
40554,Yes,"","",""
40555,Yes,"","",""
40556,Yes,"","",""
40557,Yes,"","",""
40558,Yes,"","",""
40559,Yes,"","",""
40560,Yes,"","",""
40561,Yes,"","",""
40562,Yes,"","",""
40563,Yes,"","",""
40564,Yes,"","",""
40565,Yes,"","",""
40566,Yes,"","",""
40567,Yes,"","",""
40568,Yes,"","",""
40569,Yes,"","",""
40570,Yes,"","",""
40571,Yes,"","",""
40572,Yes,"","",""
40573,Yes,"","",""
40574,Yes,"","",""
40575,Yes,"","",""
40576,Yes,"","",""
40577,Yes,"","",""
40578,Yes,"","",""
40579,Yes,"","",""
40580,Yes,"","",""
40581,Yes,"","",""
40582,Yes,"","",""
40583,Yes,"","",""
40584,Yes,"","",""
40585,Yes,"","",""
40586,Yes,"","",""
40587,Yes,"","",""
40588,Yes,"","",""
40589,Yes,"","",""
40590,Yes,"","",""
40591,Yes,"","",""
40592,Yes,"","",""
40593,Yes,"","",""
40594,Yes,"","",""
40595,Yes,"","",""
40596,Yes,"","",""
40597,Yes,"","",""
40598,Yes,"","",""
40599,Yes,"","",""
40600,Yes,"","",""
40601,Yes,"","",""
40602,Yes,"","",""
40603,Yes,"","",""
40604,Yes,"","",""
40605,Yes,"","",""
40606,Yes,"","",""
40607,Yes,"","",""
40608,Yes,"","",""
40609,Yes,"","",""
40610,Yes,"","",""
40611,Yes,"","",""
40612,Yes,"","",""
40613,Yes,"","",""
40614,Yes,"","",""
40615,Yes,"","",""
40616,Yes,"","",""
40617,Yes,"","",""
40618,Yes,"","",""
40619,Yes,"","",""
40620,Yes,"","",""
40621,Yes,"","",""
40622,Yes,"","",""
40623,Yes,"","",""
40624,Yes,"","",""
40625,Yes,"","",""
40626,Yes,"","",""
40627,Yes,"","",""
40628,Yes,"","",""
40629,Yes,"","",""
40630,Yes,"","",""
40631,Yes,"","",""
40632,Yes,"","",""
40633,Yes,"","",""
40634,Yes,"","",""
40635,Yes,"","",""
40636,Yes,"","",""
40637,Yes,"","",""
40638,Yes,"","",""
40639,Yes,"","",""
40640,Yes,"","",""
40641,Yes,"","",""
40642,Yes,"","",""
40643,Yes,"","",""
40644,Yes,"","",""
40645,Yes,"","",""
40646,Yes,"","",""
40647,Yes,"","",""
40648,Yes,"","",""
40649,Yes,"","",""
40650,Yes,"","",""
40651,Yes,"","",""
40652,Yes,"","",""
40653,Yes,"","",""
40654,Yes,"","",""
40655,Yes,"","",""
40656,Yes,"","",""
40657,Yes,"","",""
40658,Yes,"","",""
40659,Yes,"","",""
40660,Yes,"","",""
40661,Yes,"","",""
40662,Yes,"","",""
40663,Yes,"","",""
40664,Yes,"","",""
40665,Yes,"","",""
40666,Yes,"","",""
40667,Yes,"","",""
40668,Yes,"","",""
40669,Yes,"","",""
40670,Yes,"","",""
40671,Yes,"","",""
40672,Yes,"","",""
40673,Yes,"","",""
40674,Yes,"","",""
40675,Yes,"","",""
40676,Yes,"","",""
40677,Yes,"","",""
40678,Yes,"","",""
40679,Yes,"","",""
40680,Yes,"","",""
40681,Yes,"","",""
40682,Yes,"","",""
40683,Yes,"","",""
40684,Yes,"","",""
40685,Yes,"","",""
40686,Yes,"","",""
40687,Yes,"","",""
40688,Yes,"","",""
40689,Yes,"","",""
40690,Yes,"","",""
40691,Yes,"","",""
40692,Yes,"","",""
40693,Yes,"","",""
40694,Yes,"","",""
40695,Yes,"","",""
40696,Yes,"","",""
40697,Yes,"","",""
40698,Yes,"","",""
40699,Yes,"","",""
40700,Yes,"","",""
40701,Yes,"","",""
40702,Yes,"","",""
40703,Yes,"","",""
40704,Yes,"","",""
40705,Yes,"","",""
40706,Yes,"","",""
40707,Yes,"","",""
40708,Yes,"","",""
40709,Yes,"","",""
40710,Yes,"","",""
40711,Yes,"","",""
40712,Yes,"","",""
40713,Yes,"","",""
40714,Yes,"","",""
40715,Yes,"","",""
40716,Yes,"","",""
40717,Yes,"","",""
40718,Yes,"","",""
40719,Yes,"","",""
40720,Yes,"","",""
40721,Yes,"","",""
40722,Yes,"","",""
40723,Yes,"","",""
40724,Yes,"","",""
40725,Yes,"","",""
40726,Yes,"","",""
40727,Yes,"","",""
40728,Yes,"","",""
40729,Yes,"","",""
40730,Yes,"","",""
40731,Yes,"","",""
40732,Yes,"","",""
40733,Yes,"","",""
40734,Yes,"","",""
40735,Yes,"","",""
40736,Yes,"","",""
40737,Yes,"","",""
40738,Yes,"","",""
40739,Yes,"","",""
40740,Yes,"","",""
40741,Yes,"","",""
40742,Yes,"","",""
40743,Yes,"","",""
40744,Yes,"","",""
40745,Yes,"","",""
40746,Yes,"","",""
40747,Yes,"","",""
40748,Yes,"","",""
40749,Yes,"","",""
40750,Yes,"","",""
40751,Yes,"","",""
40752,Yes,"","",""
40753,Yes,"","",""
40754,Yes,"","",""
40755,Yes,"","",""
40756,Yes,"","",""
40757,Yes,"","",""
40758,Yes,"","",""
40759,Yes,"","",""
40760,Yes,"","",""
40761,Yes,"","",""
40762,Yes,"","",""
40763,Yes,"","",""
40764,Yes,"","",""
40765,Yes,"","",""
40766,Yes,"","",""
40767,Yes,"","",""
40768,Yes,"","",""
40769,Yes,"","",""
40770,Yes,"","",""
40771,Yes,"","",""
40772,Yes,"","",""
40773,Yes,"","",""
40774,Yes,"","",""
40775,Yes,"","",""
40776,Yes,"","",""
40777,Yes,"","",""
40778,Yes,"","",""
40779,Yes,"","",""
40780,Yes,"","",""
40781,Yes,"","",""
40782,Yes,"","",""
40783,Yes,"","",""
40784,Yes,"","",""
40785,Yes,"","",""
40786,Yes,"","",""
40787,Yes,"","",""
40788,Yes,"","",""
40789,Yes,"","",""
40790,Yes,"","",""
40791,Yes,"","",""
40792,Yes,"","",""
40793,Yes,"","",""
40794,Yes,"","",""
40795,Yes,"","",""
40796,Yes,"","",""
40797,Yes,"","",""
40798,Yes,"","",""
40799,Yes,"","",""
40800,Yes,"","",""
40801,Yes,"","",""
40802,Yes,"","",""
40803,Yes,"","",""
40804,Yes,"","",""
40805,Yes,"","",""
40806,Yes,"","",""
40807,Yes,"","",""
40808,Yes,"","",""
40809,Yes,"","",""
40810,Yes,"","",""
40811,Yes,"","",""
40812,Yes,"","",""
40813,Yes,"","",""
40814,Yes,"","",""
40815,Yes,"","",""
40816,Yes,"","",""
40817,Yes,"","",""
40818,Yes,"","",""
40819,Yes,"","",""
40820,Yes,"","",""
40821,Yes,"","",""
40822,Yes,"","",""
40823,Yes,"","",""
40824,Yes,"","",""
40825,Yes,"","",""
40826,Yes,"","",""
40827,Yes,"","",""
40828,Yes,"","",""
40829,Yes,"","",""
40830,Yes,"","",""
40831,Yes,"","",""
40832,Yes,"","",""
40833,Yes,"","",""
40834,Yes,"","",""
40835,Yes,"","",""
40836,Yes,"","",""
40837,Yes,"","",""
40838,Yes,"","",""
40839,Yes,"","",""
40840,Yes,"","",""
40841,Yes,"","",""
40842,Yes,"","",""
40843,Yes,"","",""
40844,Yes,"","",""
40845,Yes,"","",""
40846,Yes,"","",""
40847,Yes,"","",""
40848,Yes,"","",""
40849,Yes,"","",""
40850,Yes,"","",""
40851,Yes,"","",""
40852,Yes,"","",""
40853,Yes,"","",""
40854,Yes,"","",""
40855,Yes,"","",""
40856,Yes,"","",""
40857,Yes,"","",""
40858,Yes,"","",""
40859,Yes,"","",""
40860,Yes,"","",""
40861,Yes,"","",""
40862,Yes,"","",""
40863,Yes,"","",""
40864,Yes,"","",""
40865,Yes,"","",""
40866,Yes,"","",""
40867,Yes,"","",""
40868,Yes,"","",""
40869,Yes,"","",""
40870,Yes,"","",""
40871,Yes,"","",""
40872,Yes,"","",""
40873,Yes,"","",""
40874,Yes,"","",""
40875,Yes,"","",""
40876,Yes,"","",""
40877,Yes,"","",""
40878,Yes,"","",""
40879,Yes,"","",""
40880,Yes,"","",""
40881,Yes,"","",""
40882,Yes,"","",""
40883,Yes,"","",""
40884,Yes,"","",""
40885,Yes,"","",""
40886,Yes,"","",""
40887,Yes,"","",""
40888,Yes,"","",""
40889,Yes,"","",""
40890,Yes,"","",""
40891,Yes,"","",""
40892,Yes,"","",""
40893,Yes,"","",""
40894,Yes,"","",""
40895,Yes,"","",""
40896,Yes,"","",""
40897,Yes,"","",""
40898,Yes,"","",""
40899,Yes,"","",""
40900,Yes,"","",""
40901,Yes,"","",""
40902,Yes,"","",""
40903,Yes,"","",""
40904,Yes,"","",""
40905,Yes,"","",""
40906,Yes,"","",""
40907,Yes,"","",""
40908,Yes,"","",""
40909,Yes,"","",""
40910,Yes,"","",""
40911,Yes,"","",""
40912,Yes,"","",""
40913,Yes,"","",""
40914,Yes,"","",""
40915,Yes,"","",""
40916,Yes,"","",""
40917,Yes,"","",""
40918,Yes,"","",""
40919,Yes,"","",""
40920,Yes,"","",""
40921,Yes,"","",""
40922,Yes,"","",""
40923,Yes,"","",""
40924,Yes,"","",""
40925,Yes,"","",""
40926,Yes,"","",""
40927,Yes,"","",""
40928,Yes,"","",""
40929,Yes,"","",""
40930,Yes,"","",""
40931,Yes,"","",""
40932,Yes,"","",""
40933,Yes,"","",""
40934,Yes,"","",""
40935,Yes,"","",""
40936,Yes,"","",""
40937,Yes,"","",""
40938,Yes,"","",""
40939,Yes,"","",""
40940,Yes,"","",""
40941,Yes,"","",""
40942,Yes,"","",""
40943,Yes,"","",""
40944,Yes,"","",""
40945,Yes,"","",""
40946,Yes,"","",""
40947,Yes,"","",""
40948,Yes,"","",""
40949,Yes,"","",""
40950,Yes,"","",""
40951,Yes,"","",""
40952,Yes,"","",""
40953,Yes,"","",""
40954,Yes,"","",""
40955,Yes,"","",""
40956,Yes,"","",""
40957,Yes,"","",""
40958,Yes,"","",""
40959,Yes,"","",""
40960,Yes,"","",""
40961,Yes,"","",""
40962,Yes,"","",""
40963,Yes,"","",""
40964,Yes,"","",""
40965,Yes,"","",""
40966,Yes,"","",""
40967,Yes,"","",""
40968,Yes,"","",""
40969,Yes,"","",""
40970,Yes,"","",""
40971,Yes,"","",""
40972,Yes,"","",""
40973,Yes,"","",""
40974,Yes,"","",""
40975,Yes,"","",""
40976,Yes,"","",""
40977,Yes,"","",""
40978,Yes,"","",""
40979,Yes,"","",""
40980,Yes,"","",""
40981,Yes,"","",""
40982,Yes,"","",""
40983,Yes,"","",""
40984,Yes,"","",""
40985,Yes,"","",""
40986,Yes,"","",""
40987,Yes,"","",""
40988,Yes,"","",""
40989,Yes,"","",""
40990,Yes,"","",""
40991,Yes,"","",""
40992,Yes,"","",""
40993,Yes,"","",""
40994,Yes,"","",""
40995,Yes,"","",""
40996,Yes,"","",""
40997,Yes,"","",""
40998,Yes,"","",""
40999,Yes,"","",""
41000,Yes,"","",""
41001,Yes,"","",""
41002,Yes,"","",""
41003,Yes,"","",""
41004,Yes,"","",""
41005,Yes,"","",""
41006,Yes,"","",""
41007,Yes,"","",""
41008,Yes,"","",""
41009,Yes,"","",""
41010,Yes,"","",""
41011,Yes,"","",""
41012,Yes,"","",""
41013,Yes,"","",""
41014,Yes,"","",""
41015,Yes,"","",""
41016,Yes,"","",""
41017,Yes,"","",""
41018,Yes,"","",""
41019,Yes,"","",""
41020,Yes,"","",""
41021,Yes,"","",""
41022,Yes,"","",""
41023,Yes,"","",""
41024,Yes,"","",""
41025,Yes,"","",""
41026,Yes,"","",""
41027,Yes,"","",""
41028,Yes,"","",""
41029,Yes,"","",""
41030,Yes,"","",""
41031,Yes,"","",""
41032,Yes,"","",""
41033,Yes,"","",""
41034,Yes,"","",""
41035,Yes,"","",""
41036,Yes,"","",""
41037,Yes,"","",""
41038,Yes,"","",""
41039,Yes,"","",""
41040,Yes,"","",""
41041,Yes,"","",""
41042,Yes,"","",""
41043,Yes,"","",""
41044,Yes,"","",""
41045,Yes,"","",""
41046,Yes,"","",""
41047,Yes,"","",""
41048,Yes,"","",""
41049,Yes,"","",""
41050,Yes,"","",""
41051,Yes,"","",""
41052,Yes,"","",""
41053,Yes,"","",""
41054,Yes,"","",""
41055,Yes,"","",""
41056,Yes,"","",""
41057,Yes,"","",""
41058,Yes,"","",""
41059,Yes,"","",""
41060,Yes,"","",""
41061,Yes,"","",""
41062,Yes,"","",""
41063,Yes,"","",""
41064,Yes,"","",""
41065,Yes,"","",""
41066,Yes,"","",""
41067,Yes,"","",""
41068,Yes,"","",""
41069,Yes,"","",""
41070,Yes,"","",""
41071,Yes,"","",""
41072,Yes,"","",""
41073,Yes,"","",""
41074,Yes,"","",""
41075,Yes,"","",""
41076,Yes,"","",""
41077,Yes,"","",""
41078,Yes,"","",""
41079,Yes,"","",""
41080,Yes,"","",""
41081,Yes,"","",""
41082,Yes,"","",""
41083,Yes,"","",""
41084,Yes,"","",""
41085,Yes,"","",""
41086,Yes,"","",""
41087,Yes,"","",""
41088,Yes,"","",""
41089,Yes,"","",""
41090,Yes,"","",""
41091,Yes,"","",""
41092,Yes,"","",""
41093,Yes,"","",""
41094,Yes,"","",""
41095,Yes,"","",""
41096,Yes,"","",""
41097,Yes,"","",""
41098,Yes,"","",""
41099,Yes,"","",""
41100,Yes,"","",""
41101,Yes,"","",""
41102,Yes,"","",""
41103,Yes,"","",""
41104,Yes,"","",""
41105,Yes,"","",""
41106,Yes,"","",""
41107,Yes,"","",""
41108,Yes,"","",""
41109,Yes,"","",""
41110,Yes,"","",""
41111,Yes,"","",""
41112,Yes,"","",""
41113,Yes,"","",""
41114,Yes,"","",""
41115,Yes,"","",""
41116,Yes,"","",""
41117,Yes,"","",""
41118,Yes,"","",""
41119,Yes,"","",""
41120,Yes,"","",""
41121,Yes,"","",""
41122,Yes,"","",""
41123,Yes,"","",""
41124,Yes,"","",""
41125,Yes,"","",""
41126,Yes,"","",""
41127,Yes,"","",""
41128,Yes,"","",""
41129,Yes,"","",""
41130,Yes,"","",""
41131,Yes,"","",""
41132,Yes,"","",""
41133,Yes,"","",""
41134,Yes,"","",""
41135,Yes,"","",""
41136,Yes,"","",""
41137,Yes,"","",""
41138,Yes,"","",""
41139,Yes,"","",""
41140,Yes,"","",""
41141,Yes,"","",""
41142,Yes,"","",""
41143,Yes,"","",""
41144,Yes,"","",""
41145,Yes,"","",""
41146,Yes,"","",""
41147,Yes,"","",""
41148,Yes,"","",""
41149,Yes,"","",""
41150,Yes,"","",""
41151,Yes,"","",""
41152,Yes,"","",""
41153,Yes,"","",""
41154,Yes,"","",""
41155,Yes,"","",""
41156,Yes,"","",""
41157,Yes,"","",""
41158,Yes,"","",""
41159,Yes,"","",""
41160,Yes,"","",""
41161,Yes,"","",""
41162,Yes,"","",""
41163,Yes,"","",""
41164,Yes,"","",""
41165,Yes,"","",""
41166,Yes,"","",""
41167,Yes,"","",""
41168,Yes,"","",""
41169,Yes,"","",""
41170,Yes,"","",""
41171,Yes,"","",""
41172,Yes,"","",""
41173,Yes,"","",""
41174,Yes,"","",""
41175,Yes,"","",""
41176,Yes,"","",""
41177,Yes,"","",""
41178,Yes,"","",""
41179,Yes,"","",""
41180,Yes,"","",""
41181,Yes,"","",""
41182,Yes,"","",""
41183,Yes,"","",""
41184,Yes,"","",""
41185,Yes,"","",""
41186,Yes,"","",""
41187,Yes,"","",""
41188,Yes,"","",""
41189,Yes,"","",""
41190,Yes,"","",""
41191,Yes,"","",""
41192,Yes,"","",""
41193,Yes,"","",""
41194,Yes,"","",""
41195,Yes,"","",""
41196,Yes,"","",""
41197,Yes,"","",""
41198,Yes,"","",""
41199,Yes,"","",""
41200,Yes,"","",""
41201,Yes,"","",""
41202,Yes,"","",""
41203,Yes,"","",""
41204,Yes,"","",""
41205,Yes,"","",""
41206,Yes,"","",""
41207,Yes,"","",""
41208,Yes,"","",""
41209,Yes,"","",""
41210,Yes,"","",""
41211,Yes,"","",""
41212,Yes,"","",""
41213,Yes,"","",""
41214,Yes,"","",""
41215,Yes,"","",""
41216,Yes,"","",""
41217,Yes,"","",""
41218,Yes,"","",""
41219,Yes,"","",""
41220,Yes,"","",""
41221,Yes,"","",""
41222,Yes,"","",""
41223,Yes,"","",""
41224,Yes,"","",""
41225,Yes,"","",""
41226,Yes,"","",""
41227,Yes,"","",""
41228,Yes,"","",""
41229,Yes,"","",""
